"NCE","OGA","OGS","OGN","CNL","AQS","LCP","LCC","LCL","LCI","LATITUDINE","LONGITUDINE","FRF","FRM","FRD","FRBT","FRBI","FRBC","FROP","FROS","FROG","FROO","FRI","FRZS","FRZI","CNTT","CNTE","CNTW","CNTS"
"R20FRB0011","museo, galleria e/o raccolta","Luogo/istituto che espone solo esemplari viventi animali o vegetali","Museo Naturalistico Mare Nostrum Aquarium","https://www.sardegnacultura.it/j/v/258?s=24612&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Museo Naturalistico Mare Nostrum Aquarium","SS","Alghero",,"Via XX Settembre, 1","40.556693484","8.316091079","aperto","a pagamento","L'aquarium di Alghero è uno dei due acquari presenti in Sardegna. È situato nel centro della città, a pochi metri dalla torre di Sulis. Al suo interno trova spazio un'esposizione permanente di pesci sia marini che di acqua dolce.","intero// ridotto// ridotto","euro 8,00// euro 5,00// euro 4,00","Adulti.// Minori dai 3 ai 15 anni.// Studenti.","// ","invernale// invernale","SA// DO","15:00-19:00// 10:00-13:00// 15:00-19:00","Aperto nei giorni festivi infrasettimanali.",,,"+39 079 978333","caminiti.sergio@gmail.com",,
"R20FRB0012","museo, galleria e/o raccolta","Industriale e/o di impresa","Museo Sella e Mosca","https://www.sardegnacultura.it/j/v/258?s=24629&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Museo Sella e Mosca","SS","Alghero",,"SP 42, km 8, località I Piani","40.642062165","8.332584646","aperto","a pagamento","Il museo è allestito all'interno delle tenute vinicole Sella e Mosca, in località i Piani vicino ad Alghero. È suddiviso in due sezioni: una archeologica e una di storia aziendale. La sezione archeologica documenta la storia del sito di Anghelu Ruju, la più grande necropoli preistorica della Sardegna, che è compresa nei terreni delle tenuta vinicola. L'altra sezione, impreziosita dalle straordinarie foto d'epoca di Vittorio Sella, è dedicata alla storia dell'azienda, dal 1899 al 1938.",,,,"Novembre-Marzo// Aprile-Maggio, Ottobre// Giugno-Luglio, Settembre// Agosto","// // // ","LU-SA// LU-SA// LU-SA// LU-DO","09:00-18:00// 09:00-19:00// 09:00-20:00// 09:00-13:00// 16:00-20:00","Per i gruppi e singoli visitatori è necessaria la prenotazione anticipata, che può essere effettuata telefonicamente, via e-mail, o compilando e inviando la richiesta utilizzando un apposito form, presente nel sito ufficiale della struttura. Il museo chiude nelle festività infrasettimanali. Il costo del biglietto varia a seconda dei pacchetti offerta proposti, di volta in volta, dalla direzione del museo, e può essere definito in sede di prenotazione. In agosto il museo è aperto anche la domenica. Il museo chiude nei giorni festivi infrasettimanali.","accessibilità fisica facilitata per visitatori con esigenze specifiche// percorso per non vedenti e ipovedenti con mappe tattili// visite guidate","Durante le visite guidate è possibile la degustazione dei vini Sella e Mosca, sulla base dei pacchetti offerta prescelti in sede di prenotazione. Le strutture eccetto la cantina di invecchiamento sono accessibili ai disabili. Vendita al pubblico di tutti i vini Sella e Mosca.","+39 079 997700","visit@sellaemosca.com// anna.cadeddu@sellaemosca.com","https://www.sellaemosca.com","https://twitter.com/SellaeMosca// https://www.instagram.com/sellaemosca"
"R20FRB0013","area o parco archeologico","Archeologia","Nuraghe Palmavera","https://www.sardegnacultura.it/j/v/258?s=20702&v=2&c=2489&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Nuraghe Palmavera","SS","Alghero",,"Località Mastru Antoni, SS 127 bis km 45,450","40.594988547","8.242894099","aperto","a pagamento","Il complesso nuragico di Palmavera è composto da blocchi di pietre calcaree ed arenarie ed è costituito da un corpo centrale con due torri, un antemurale e un villaggio di circa cinquanta capanne. Il villaggio fu costruito durante tre fasi e le strutture più antiche sono datate al XV secolo a.C.","intero// ridotto// cumulativo intero// cumulativo ridotto","euro 5,00// euro 4,00// euro 8,00// euro 6,00","Adulti.// Minori dai 15 ai 17 anni, adulti oltre 65 anni, gruppi oltre 20 persone.// Adulti, comprendente visita a Necropoli Anghelu Ruju e Nuraghe Palmavera.// Minori dai 15 ai 17 anni, adulti oltre 65 anni, gruppi oltre 20 persone, comprendente visita a Necropoli Anghelu Ruju e Nuraghe Palmavera.","Novembre-Marzo// Aprile-Ottobre// Maggio-Settembre","// // ","LU-DO// LU-DO// LU-DO","10:00-14:00// 09:00-18:00// 09:00-19:00","L’ingresso al sito è gratuito per i minori sino ai 14 anni, disabili, studenti e docenti di archeologia. Biglietto famiglia: tariffa intera per i genitori e ingresso gratuito fino a tre figli, per ogni figlio in più oltre il terzo è necessario l'acquisto di un biglietto a tariffa ridotta. Il sito è chiuso il giorno di Natale.","accessibilità fisica facilitata per visitatori con esigenze specifiche// audio guide// bookshop// visite guidate","Si possono effettuare visite guidate al costo extra di euro 3,00 per persona previa prenotazione chiamando il +39 32943855947, le visite guidate sono fruibili anche nelle lingue: inglese, francese, spagnolo, tedesco. Audio-guida: euro 3,00 (l'audio-guida è in altoparlante e multilingue). L'area è dotata di un piccolo bar.","+39 3294385947","info@coopsilt.it// silt.coop@tiscali.it","https://nuraghepalmavera.com",
"R20FRB0014","area o parco archeologico","Archeologia","Villa Romana di Sant'Imbenia","https://www.sardegnacultura.it/j/v/258?s=21302&v=2&c=2489&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Villa Romana di Sant'Imbenia","SS","Alghero",,"SP 55, Parco di Porto Conte","40.616536481","8.189736384","chiuso",,"Gli studiosi ritengono si tratti di una villa marittima costruita per l'otium di un facoltoso personaggio. Essa doveva svolgere anche una funzione produttiva, di raccolta dei prodotti del fertile entroterra, che era probabilmente organizzato in latifondo, in funzione dell’imbarco verso i mercati d'oltremare.",,,,,,,,"Attualmente non fruibile, a causa dei lavori di scavo.",,,,,,
"R20FRB0015","museo, galleria e/o raccolta","Archeologia industriale, urbanistica, antropologia// Archeologia","M.U.B.A. Museo della Bonifica di Arborea","https://www.sardegnacultura.it/j/v/258?s=22505&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=M.U.B.A. Museo della Bonifica di Arborea","OR","Arborea",,"Corso Italia, 24","39.773627097","8.580103276","aperto","a pagamento","Il Museo della Bonifica è allestito nei locali dell’ex Mulino, interessante esempio di archeologia industriale, raccoglie, espone e valorizza, materiali e documenti riguardanti la storia della bonifica, ed ha l’obiettivo di diffondere la conoscenza della storia di questo territorio nelle sue molteplici espressioni e connessioni, locali ed internazionali. All'ultimo piano del museo c'è un'area dedicata ai reperti archeologici ritrovati nel territorio di Arborea durante le opere di bonifica.","intero// ridotto","euro 3,00// euro 2,00","Adulti.// Minori sino ai 12 anni, adulti oltre 65 anni,  gruppi oltre 8 persone e studenti.","// // ","// // ","VE// SA// DO","15:00-18:00// 09:30-12:30// 15:00-18:00// 09:30-12:30","Oltre la visita al museo, il MUBA offre la possibilità di prenotare, anticipatamente, percorsi archeo-eno-gastronomici, con tragitti, modalità e tariffe, da definirsi in sede di prenotazione.","accessibilità fisica facilitata per visitatori con esigenze specifiche// audio guide// bookshop// visite guidate","le audio guide sono disponibili in quattro lingue. Le visite guidate sono comprese nel prezzo del biglietto. Il MUBA realizza attività dirette alla promozione culturale, organizza mostre, attività didattiche, manifestazioni e conferenze.","+39 0783 802005","muba@comunearborea.it","http://www.museoarborea.it",
"R20FRB0016","museo, galleria e/o raccolta","Scienza e tecnica","Museo Alberto e Giovanni Antonio Castoldi - Museo Mineralogico - Collezione Diorami Dellacà","https://www.sardegnacultura.it/j/v/258?s=37955&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Museo Alberto e Giovanni Antonio Castoldi - Museo Mineralogico - Collezione Diorami Dellacà","SU","Arbus","Montevecchio","Piazza G. Rolandi, s.n.c.","39.557369474","8.569823681","aperto","a pagamento","Le collezioni sono esposte nei locali dell’ex foresteria della miniera, e raccolgono parte del tesoro posseduto dalla famiglia Castoldi. L’ingegnere Alberto Castoldi fu direttore generale delle miniere di Montevecchio a partire dal 1877. La collezione è suddivisa in varie sezioni, le principali sono: mineralogia e Antropologia, e la collezione di diorami. La palazzina dell'ex foresteria della miniera è poco distante dallo stabile dell'ex ufficio geologico.","intero// intero// ridotto","euro 5,00// euro 3,00// euro 2,50","Adulti, per visita a tutte le collezioni.// Adulti, per visita a un singolo sito.// Gruppi oltre 20 persone.","// ","invernale// estivo","SA-DO// LU-DO","10:00-20:00// 10:00-20:00","Il museo sta predisponendosi ad una stabilizzazione definitiva degli orari di fruizione. Orari e importo dei biglietti sopra riportati sono quindi indicativi, ed erano quelli vigenti prima dell'ultima recente chiusura del museo per il rinnovo allestimenti delle collezioni esposte. In questa fase si consiglia di contattare anticipatamente la struttura per avere informazioni aggiornate su biglietti, e su eventuali variazioni degli orari di apertura.","visite guidate",,"+39 3396939435// +39 3281540281","zampaverde@infinito.it","http://www.arbusturismo.it/it/territorio/da-vedere/luoghi/Museo-Collezione-Sanna-Castoldi// http://www.museiminierarbus.altervista.org// http://www.comunediarbus.gov.it",
"R20FRB0017","museo, galleria e/o raccolta","Etnografia e antropologia","Museo del Coltello Sardo","https://www.sardegnacultura.it/j/v/258?s=24532&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Museo del Coltello Sardo","SU","Arbus",,"Via Roma, 15","39.526640280","8.598215937","aperto","gratuita","Il Museo del Coltello Sardo è stato allestito e realizzato da Paolo Pusceddu, titolare della Coltelleria Arburesa, grazie al recupero dei locali di una vecchia casa direttamente adiacente al suo laboratorio. Il museo, organizzato in quattro sale, promuove il patrimonio delle lame sarde e la storia della coltelleria esponendo gli oggetti raccolti dal mastro coltellinaio in anni di ricerca e di scambi. La struttura fa parte di un progetto ecomuseale.","gratuito",,"Per tutti i visitatori.",,,"LU-VE","09:00-12:30// 15:30-19:00","Il sabato e la domenica il museo apre su prenotazione.","accessibilità fisica facilitata per visitatori con esigenze specifiche// audio guide// bookshop// guardaroba// laboratori didattico-educativi// Wi-Fi","L'accessibilità fisica facilitata non comprende l'accesso al primo piano del museo. Le audioguide, e le visite guidate, sono disponibili nelle lingue: inglese, francese, spagnolo, tedesco.","+39 3490537765// +39 070 9759220","arburesa@tiscali.it// info@museodelcoltello.it","http://www.museodelcoltello.it// http://www.coltello-arburesa.it",
"R20FRB0019","museo, galleria e/o raccolta","Etnografia e antropologia","Ecomuseo della Montagna Sarda o del Gennargentu","https://www.sardegnacultura.it/j/v/258?s=19507&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Ecomuseo della Montagna Sarda o del Gennargentu","NU","Aritzo",,"Parco Comunale Pastissu, 3","39.950227438","9.192275755","aperto","a pagamento","Il Museo documenta la cultura materiale delle comunità di montagna del centro Sardegna e del versante occidentale del Gennargentu. I contenuti ineriscono al settore ergologico e ai processi di acquisizione, trasformazione e distribuzione nel tempo delle risorse alimentari, al settore del vestiario tradizionale, nonchè al settore religioso e religioso magico. E' documentata come elemento distintivo la preparazione del sorbetto sa Carapigna e il commercio del ghiaccio di neve fin dal XVI secolo.","intero// cumulativo intero// cumulativo ridotto// cumulativo ridotto","euro 3,00// euro 5,00// euro 4,00// euro 3,00","Adulti.// Adulti.// Adulti oltre 65 anni, comitive, studenti sino ai 26 anni.// Minori sino ai 17 anni, scolaresche.","Ottobre-Maggio// Giugno-Settembre","invernale// estivo","MA-DO// MA-DO","10:00-13:00// 15:00-18:00// 10:00-13:00// 16:00-19:00","Il biglietto cumulativo comprende la visita al Museo etnografico, Casa Devilla, Carcere Spagnolo - Sa Bovida e Museo Antonio Mura, inclusi nel percorso museale. L'ingresso è libero per: minori di età compresa tra 0 e 5 anni, portatori di handicap e il loro accompagnatore, guide turistiche dell’Unione Europea nell’esercizio della propria attività professionale mediante esibizione di licenza in corso di validità, membri dell I.C.O.M. (International Council of Museum), professori e ricercatori universitari di materie inerenti I beni culturali, mediante esibizione di documento idoneo, studenti del corso di laurea, perfezionamento post-universitario e dottorati di ricerca con attinenza ai beni culturali, mediante l’esibizione del certificato di iscrizione o del libretto universitario valido per l’anno accademico in corso, giornalisti mediante esibizione di idoneo documento.","accessibilità fisica facilitata per visitatori con esigenze specifiche// laboratori didattico-educativi// visite guidate","Per poter usufruire dei laboratori didattici, è necessaria la prenotazione anticipata.","+39 3898731853// +39 0784 627200","aritzomusei@gmail.com// etnomuseo.aritzo@tiscali.it// aritzo.segreteria@tiscali.it","https://www.aritzomusei.it/","https://www.facebook.com/Ecomuseo-Della-Montagna-Sarda-o-del-Gennargentu-Aritzo-347102732546575"
"R20FRB0020","museo, galleria e/o raccolta","Etnografia e antropologia","Museo Bottega Del Fabbro","https://www.sardegnacultura.it/j/v/258?s=22595&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Museo Bottega Del Fabbro","CA","Armungia",,"Vico I G. Mazzini, 14","39.521873277","9.382265965","aperto","a pagamento","L’edificio conserva al suo interno gli ambienti tipici del lavoro de su ferreri, il fabbro maniscalco; il sottoportico con il telaio in legno per la ferratura degli animali da lavoro, la fucina per la lavorazione del ferro e il cortile con le mole in pietra arenaria per l’affilatura degli attrezzi. Al primo piano è rievocato il lavoro del fabbro ferraio nei suoi valori materiali e simbolici ed è raccontata la storia della famiglia Vellini attraverso testimonianze e fotografie d’epoca.","cumulativo intero// cumulativo ridotto// cumulativo ridotto// cumulativo ridotto","euro 6,00// euro 4,50// euro 3,50// euro 3,00","Adulti, per visita al Museo etnografico Sa Domu de is Ainas, alla Bottega del Fabbro, al Museo storico Emilio e Joyce Lussu e al Nuraghe Armungia.// Famiglie, minori dai 6 ai 14 anni, studenti sino ai 25 anni, gruppi di almeno 15 persone e adulti oltre 65 anni, per visita al Museo etnografico Sa Domu de is Ainas, alla Bottega del Fabbro, al Museo storico Emilio e Joyce Lussu e al Nuraghe Armungia.// Gruppi scolastici, per visita al Museo etnografico Sa Domu de is Ainas, alla Bottega del Fabbro, al Museo storico Emilio e Joyce Lussu e al Nuraghe Armungia.// Gruppi di almeno 50 persone, per visita al Museo etnografico Sa Domu de is Ainas, alla Bottega del Fabbro, al Museo storico Emilio e Joyce Lussu e al Nuraghe Armungia.","Ottobre-Marzo// Ottobre-Marzo// Ottobre-Marzo// Aprile-Giugno// Aprile-Giugno// Aprile-Giugno// Luglio-Settembre","invernale// invernale// invernale// primaverile// primaverile// primaverile// estivo","ME-GI// VE// SA-DO// ME// GI-VE// SA-DO// ME-DO","10:00-13:00// 10:00-13:00// 15:00-19:00// 09:30-13:00// 15:00-19:00// 10:00-13:00// 10:00-13:00// 16:00-20:00// 09:30-13:00// 16:00-20:00// 10:00-13:00// 16:30-20:00","Aperture straordinarie durante l'anno: lunedì di Pasquetta, 25 Aprile, 1 maggio, 15 Agosto, 8 dicembre. Chiuso il 25 dicembre e il 1 gennaio.","visite guidate","Le visite guidate al sistema museale sono incluse nel prezzo del biglietto. Su prenotazione è possibile richiedere il servizio di visita guidata in francese e inglese per la visita all'intero sistema museale; prenotazione: richiesta per gruppi e scolaresche.","+39 070 9589011// +39 070 958076 FAX","sistemamuseale@comune.armungia.ca.it","http://www.armungiamusei.it","https://it-it.facebook.com/pages/category/History-Museum/Armungia-Musei-308774105883757"
"R20FRB0021","museo, galleria e/o raccolta","Etnografia e antropologia","Museo Etnografico Sa Domu De Is Ainas","https://www.sardegnacultura.it/j/v/258?s=19554&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Museo Etnografico Sa Domu De Is Ainas","CA","Armungia",,"Piazza Municipio, 3","39.522210147","9.383614924","aperto","a pagamento","Il percorso museale si articola in ambienti tematici, dedicati al vestiario tradizionale, ai lavori delle donne, all’agricoltura, all’artigianato del ferro, alla pastorizia, al territorio e alle sue risorse. L’esposizione comprende oggetti d’uso quotidiano, tessuti e strumenti da lavoro, ed è arricchita da pannelli illustrativi con testi di approfondimento, immagini d’epoca, illustrazioni, cenni storici e testimonianze.","cumulativo intero// cumulativo ridotto// cumulativo intero// cumulativo ridotto// cumulativo ridotto// cumulativo ridotto","euro 6,00// euro 4,50// euro 3,50// euro 3,50// euro 3,00// euro 2,50","Adulti, per visita al Museo etnografico Sa Domu de is Ainas, alla Bottega del Fabbro, al Museo storico Emilio e Joyce Lussu e al Nuraghe Armungia.// Famiglie, minori dai 6 ai 14 anni, studenti sino ai 25 anni, gruppi di almeno 15 persone e adulti oltre 65 anni, per visita al Museo etnografico Sa Domu de is Ainas, alla Bottega del Fabbro, al Museo storico Emilio e Joyce Lussu e al Nuraghe Armungia.// Adulti, per visita al Museo Etnografico e al Nuraghe Armungia.// Gruppi scolastici, per visita Emilio e Joyce Lussu  per visita al Museo etnografico Sa Domu de is Ainas, alla Bottega del Fabbro e al Nuraghe Armungia.// Gruppi di almeno 50 persone, per visita Emilio e Joyce Lussu  per visita al Museo etnografico Sa Domu de is Ainas, alla Bottega del Fabbro e al Nuraghe Armungia.// Famiglie, minori dai 6 ai 14 anni, studenti sino ai 25 anni, gruppi di almeno 15 persone e adulti oltre 65 anni, per visita al Museo Etnografico e al Nuraghe Armungia.","Ottobre-Marzo// Ottobre-Marzo// Ottobre-Marzo// Aprile-Giugno// Aprile-Giugno// Aprile-Giugno// Luglio-Settembre","invernale// invernale// invernale// primaverile// primaverile// primaverile// estivo","ME-GI// VE// SA-DO// ME// GI-VE// SA-DO// ME-DO","10:00-13:00// 10:00-13:00// 15:00-19:00// 09:30-13:00// 15:00-19:00// 10:00-13:00// 10:00-13:00// 16:00-20:00// 09:30-13:00// 16:00-20:00// 10:00-13:00// 16:30-20:00","Aperture straordinarie durante l'anno: lunedì di Pasquetta, 25 Aprile, 1 maggio, 15 Agosto, 8 dicembre. Chiuso il 25 dicembre e il 1 gennaio.","bookshop// visite guidate","Le visite guidate al sistema museale sono incluse nel prezzo del biglietto. Su prenotazione è possibile richiedere il servizio di visita guidata in francese e inglese per la visita all'intero sistema museale. Prenotazione: richiesta per gruppi e scolaresche.","+39 070 9589011// +39 070 958076 FAX","sistemamuseale@comune.armungia.ca.it","http://www.armungiamusei.it",
"R20FRB0022","museo, galleria e/o raccolta","Storia","Museo Storico Emilio e Joyce Lussu","https://www.sardegnacultura.it/j/v/258?s=35663&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Museo Storico Emilio e Joyce Lussu","CA","Armungia",,"Via E. Lussu, s.n.c.","39.522364098","9.380800883","aperto","a pagamento","Il museo dedicato a Emilio e Joyce Lussu ripercorre l’esperienza umana e politica di Emilio Lussu e di sua moglie lungo il corso dei grandi avvenimenti del Novecento che li videro protagonisti. Al suo interno si conservano diversi ambienti caratteristici: un’ampia corte, utilizzata per eventi e manifestazioni culturali, e una cappella privata  adibita a sala per conferenze ed esposizioni temporanee.","cumulativo intero// cumulativo ridotto// cumulativo ridotto// cumulativo ridotto// cumulativo intero// cumulativo ridotto","euro 6,00// euro 4,50// euro 3,00// euro 3,50// euro 3,50// euro 2,50","Adulti, per visita al Museo storico Emilio e Joyce Lussu, al Museo etnografico Sa Domu de is Ainas, alla Bottega del Fabbro e al Nuraghe Armungia.// Famiglie, minori dai 6 ai 14 anni, studenti sino ai 25 anni, gruppi di almeno 15 persone e adulti oltre 65 anni, per visita al Museo storico Emilio e Joyce Lussu, al Museo etnografico Sa Domu de is Ainas, alla Bottega del Fabbro e al Nuraghe Armungia.// Gruppi di almeno 50 persone, per visita al Museo storico Emilio e Joyce Lussu, al Museo etnografico Sa Domu de is Ainas, alla Bottega del Fabbro e al Nuraghe Armungia..// Gruppi scolastici, per visita al Museo storico Emilio e Joyce Lussu, al Museo etnografico Sa Domu de is Ainas e alla Bottega del Fabbro e al Nuraghe Armungia.// Adulti, per visita al Museo storico Emilio e Joyce Lussu e al Nuraghe Armungia.// Famiglie, minori dai  6 ai 14 anni, studenti sino ai 25 anni, gruppi di almeno 15 persone e adulti oltre 65 anni, per visita al Museo storico Emilio e Joyce Lussu e al Nuraghe Armungia.","Ottobre-Marzo// Ottobre-Marzo// Ottobre-Marzo// Aprile-Giugno// Aprile-Giugno// Aprile-Giugno// Luglio-Settembre","invernale// invernale// invernale// primaverile// primaverile// primaverile// estivo","ME-GI// VE// SA-DO// ME// GI-VE// SA-DO// ME-DO","10:00-13:00// 10:00-13:00// 15:00-19:00// 09:30-13:00// 15:00-19:00// 10:00-13:00// 10:00-13:00// 16:00-20:00// 09:30-13:00// 16:00-20:00// 10:00-13:00// 16:30-20:00","Aperture straordinarie durante l'anno: lunedì di Pasquetta, 25 Aprile, 1 maggio, 15 Agosto, 8 dicembre. Chiuso il 25 dicembre e il 1 gennaio.","bookshop// laboratori didattico-educativi// visite guidate","Le visite guidate al sistema museale sono incluse nel prezzo del biglietto. Su prenotazione è possibile richiedere il servizio di visita guidata in francese e inglese per la visita all'intero sistema museale. Prenotazione: richiesta per gruppi e scolaresche.","+39 070 9589011// +39 070 958076 FAX","sistemamuseale@comune.armungia.ca.it","http://www.armungiamusei.it",
"R20FRB0023","area o parco archeologico","Archeologia","Complesso Nuragico La Prisgiona","https://www.sardegnacultura.it/j/v/258?s=22223&v=2&c=2489&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Complesso Nuragico La Prisgiona","SS","Arzachena",,"SS 427, Località Capichera, 1","41.047599947","9.362415177","aperto","a pagamento","L’area archeologica di La Prisgiona comprende il nuraghe complesso e il villaggio di capanne che si estende intorno ad esso. Si tratta di un nuraghe complesso, del tipo così detto a tholos, ossia con copertura a falsa cupola, piuttosto insolito in Gallura. Presenta una torre centrale (mastio) ed almeno due torri laterali inglobate in un bastione.","intero// ridotto// cumulativo intero// cumulativo ridotto","euro 4,00// euro 3,00// euro 7,00// euro 6,00","Adulti.// Gruppi oltre 20 persone.// Adulti.// Gruppi oltre 20 persone.","// ","invernale// estivo","MA-DO// LU-DO","10:00-16:00// 09:00-20:00","L'ingresso è gratuito ai residenti e ai minori sino ai 12 anni. I biglietti cumulativi di euro 7,00 ed euro 6,00 comprendono la visita a due dei sette siti costituenti il Parco Archeologico di Arzachena. È possibile acquistare un biglietto cumulativo, con varie combinazioni, per la visita di tutti i sette i siti, sino ad un massimo di euro 20,00 per quello intero ed euro 17,00 per quello ridotto. Per ulteriori informazioni si veda il sito: https://www.gesecoarzachena.it. Prenotazione: richiesta.","accessibilità fisica facilitata per visitatori con esigenze specifiche// bookshop// visite guidate// Wi-Fi","Le visite guidate sono incluse nel costo del biglietto su  prenotazione o chiedendo in biglietteria gli orari di partenza.","+39 3938975528// +39 3457200094","archeologia@gesecoarzachena.it","https://www.gesecoarzachena.it",
"R20FRB0024","museo, galleria e/o raccolta","Storia naturale e scienze naturali","Museo della Scienza, della Terra e dell'Uomo","https://www.sardegnacultura.it/j/v/258?s=24614&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Museo della Scienza, della Terra e dell'Uomo","SS","Arzachena",,"Via Mozart, s.n.c.","41.081429449","9.385957693","chiuso","a pagamento","Il museo contiene una vasta collezione di minerali e di fossili provenienti dalle regioni storiche del Sulcis-Iglesiente, del Cagliaritano e del Medio Campidano. I più antichi risalgono al periodo Paleozolico, Mesozoico e Cenozoico. La sezione paleontologica è dedicata ai fossili, e si possono osservare resti di vegetali e piccoli animali.","intero// ridotto","euro 1,50// euro 0,50","Adulti.// Gruppi oltre 20 persone.",,"invernale",,"09:00-13:00","Il museo è temporaneamente chiuso per l'allestimento di una mostra archeologica, e dovrebbe riaprire a breve termine. L'orario di apertura estivo, e i giorni di apertura settimanali, sono in via di definizione.",,,"+39 0789 840106// +39 0789 840107","museoarzachena@tiscali.it","https://www.gesecoarzachena.it/?page_id=952#museo",
"R20FRB0026","area o parco archeologico","Archeologia","Nuraghe Albucciu","https://www.sardegnacultura.it/j/v/258?s=20784&v=2&c=2489&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Nuraghe Albucciu","SS","Arzachena",,"SS 125 Olbia - Palau","41.067979532","9.409779341","aperto","a pagamento","Il nuraghe, di forma sub-rettangolare, è stato costruito sfruttando un affioramento di roccia granitica diventato parte integrante della struttura. L’edificio è considerato un nuraghe di tipologia mista: nella stessa struttura infatti, sono presenti caratteristiche tipiche dei nuraghi a corridoio (come la planimetria, la presenza di corridoi coperti a piattabanda) ed espedienti architettonici propri dei nuraghi a tholos (come la copertura a falsa cupola seppur non completa).","intero// ridotto// cumulativo intero// cumulativo intero","euro 4,00// euro 3,00// euro 10,00// euro 7,00","Adulti.// Gruppi oltre 20 persone.// Adulti.// Adulti.","// ","invernale// estivo","MA-DO// MA-DO","10:00-16:00// 09:00-19:00","L'ingresso è gratuito ai residenti e ai minori sino ai 12 anni. Il biglietto cumulativo comprende la visita al Nuraghe Albucciu,  alla Tomba dei Giganti Moru e al Tempietto Malchittu, mentre il biglietto cumulativo da 7,00 euro comprende la visita al Nuraghe Albucciu e alla Tomba dei Giganti Moru. E' possibile acquistare un biglietto cumulativo, con varie combinazioni per la visita ad altri siti presenti nel Parco Archeologico di Arzachena. Per informazioni si veda il sito:  https://www.gesecoarzachena.it. Prenotazione: richiesta.","accessibilità fisica facilitata per visitatori con esigenze specifiche// bookshop// visite guidate// Wi-Fi","Per le visite guidate è necessaria la prenotazione anticipata.","+39 3457200094","archeologia@gesecoarzachena.it","https://www.gesecoarzachena.it",
"R20FRB0027","area o parco archeologico","Archeologia","Tomba di Giganti di Coddu Ecchju","https://www.sardegnacultura.it/j/v/258?s=20737&v=2&c=2489&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Tomba di Giganti di Coddu Ecchju","SS","Arzachena",,"SP 14, Località Coddu Ecchju","41.050189598","9.355950280","aperto","a pagamento","La tomba di Giganti di Coddu Ecchju è uno splendido esempio di architettura funeraria nuragica. Si tratta di un imponente sepolcro collettivo che probabilmente accoglieva i defunti del vicino villaggio di La Prisgiona.","intero// ridotto// cumulativo intero// cumulativo ridotto","euro 4,00// euro 3,00// euro 7,00// euro 6,00","Adulti.// Gruppi oltre 20 persone.// Adulti.// Gruppi oltre 20 persone","// ","invernale// estivo","MA-DO// LU-DO","10:00-16:00// 09:00-20:00","L'ingresso è gratuito ai residenti e ai minori sino ai 12 anni. I biglietti cumulativi di euro 7,00 ed euro 6,00 comprendono la visita a due dei sette siti costituenti il Parco Archeologico di Arzachena. E' possibile acquistare un biglietto cumulativo, con varie combinazioni, per la visita di tutti i sette i siti, sino ad un massimo di euro 20,00 per quello intero ed euro 17,00 per quello ridotto. Per ulteriori informazioni si veda il sito: https://www.gesecoarzachena.it. Prenotazione: richiesta.","accessibilità fisica facilitata per visitatori con esigenze specifiche// bookshop// visite guidate// Wi-Fi","Le visite guidate sono incluse nel costo del biglietto su  prenotazione o chiedendo in biglietteria gli orari di partenza.","+39 3457200094// +39 3455760643","archeologia@gesecoarzachena.it","https://www.gesecoarzachena.it",
